BrandAAIAID	PartNumber	Weight	Length	Width	Height
JKMF	M-3016760	0.45	3	3.5	2
CBXQ	3958112	7.5	23	23	3.25
JKMF	R-3047978	1.5	8.25	2.25	2.25
JKMF	R-3054249	1.3	8	2	2
JKMF	R-5199734	3.5	3.5	3.5	4
JKMF	R-3054231	1.65	10.5	3.25	3.25
JKMF	R-5226312	0.05	3.25	1.5	1.25
JKMF	R-5226338	0.05	3.25	1.5	1.25
JKMF	R-5226392	0.05	3.25	1.5	1.25
JKMF	R-5226474	0.05	3.25	1.5	1.25
JKMF	R-5226434	0.05	3.25	1.5	1.25
JKMF	R-5226422	0.05	3.25	1.5	1.25
JKMF	R-5226495	1.9	8	4.25	2.5
JKMF	R-0R3419	0.75	7	4.5	2
JKMF	R-5228378	0.05	3.25	1.5	1.25
JKMF	R-5228530	0.05	3.25	1.5	1.25
JKMF	R-5228770	1.9	8	4.25	2
JKMF	R-5228484	3.9	10.5	5	2.5
JKMF	R-5228773	1.9	8	4.25	2.5
JKMF	R-5229216	1.9	8	4.25	2.5
JKMF	R-3054219	1.3	8	2	2
JKMF	R-4062569	3.3	13	6	3.5
JKMF	R-5229598	0.05	3.5	1.5	1.5
JKMF	R-5229657	0.05	3.5	1.5	1.5
JKMF	R-3047973	2	8	2	2
JKMF	R-10R0963	4.5	10.5	5.5	3
JKMF	MCB46620	0.05	8	9	0.05
JKMF	MCB46600	0.1	10.5	9	1.5
JKMF	MCB62120	0.1	8.5	8.5	1
JKMF	MCB6N7527	0.05	3.5	1.5	1.5
JKMF	MCB69120	0.45	10	7.5	0.05
JKMF	MCB73120	0.65	10	7.5	0.05
JKMF	R-3016676	1.6	8.5	2.5	2
JKMF	R-3084108	1.45	7	1.5	1.5
JKMF	MCB10035S	1.25	10.5	8.5	1.5
JKMF	M-6V1788	0.8	10.5	8.5	1.5
JKMF	MCB3406B	0.75	14	9	1.5
JKMF	MCB3406BPM	0.6	14	9	1.5
JKMF	M-6N3723	0.5	10.5	8.5	1.5
JKMF	A-5108120	1.45	14	9	1.5
JKMF	MCB1W3010	0.4	3.5	1.5	1.5
JKMF	MCB41006/32	0.4	3.5	1.5	1.5
JKMF	MCB46610	0.1	8.5	8.5	1.5
JKMF	M-2410825	0.5	8.5	8.5	1.5
JKMF	MCB3300SC	0.65	8.5	8.5	1.5
JKMF	MCB3300SCE	0.3	10.5	8.5	1.5
JKMF	MCB3300SCL	0.15	10.5	8.5	1.5
JKMF	MCB3300SLOHS	0.75	14	9	2
JKMF	M-6N1133	0.3	10.5	8.5	1.5
JKMF	MCB3208-OH	0.45	10.5	8.5	1.5
JKMF	MCB3208-OHS	0.5	10.5	8.5	1.5
JKMF	MCB1002OH-S	0.5	10.5	8.5	1.5
JKMF	MCB10030	0.5	10.5	8.5	1.5
JKMF	MCB1002OH-S	0.4	10.5	8.5	1.5
JKMF	MCB1003OH-1	0.4	10.5	8.5	1.5
JKMF	MCB1003OH-S	0.45	10.5	8.5	1.5
JKMF	M-7X2522	0.1	5.25	5.25	1
JKMF	M-8N3088	0.95	10	3	3
JKMF	M-7W5929	0.55	5	2	1.5
JKMF	M-8N5403	1.2	10	5	2.5
JKMF	M-8T2470	0.15	10.5	8.5	1.5
JKMF	M-8N7005	0.65	9	1.5	1.5
JKMF	M-9N2064	0.25	18	11	1.5
JKMF	M-6N3723	0.35	10.5	8.5	1.5
JKMF	M-6V9882	0.35	10.5	8.5	1.5
JKMF	M-6V4770	0.5	18	11	1.5
JKMF	M-6V241	0.45	10.5	8.5	1.5
JKMF	M-6V8977	0.05	5.5	5.5	1
JKMF	M-8N3946	2.25	7.5	7	7.5
JKMF	M-7E6011RK	0.2	2.5	1.25	1.25
JKMF	M-7139-159B	0.4	3.5	2.5	2
JKMF	M-7W182	0.2	5	1.5	1.5
JKMF	M-7E3986	1.05	4	4	1
JKMF	M-4N4997	0.4	3.5	1.5	1.5
JKMF	M-4P9830	0.4	5	1.5	1.5
JKMF	M-4W7019	0.65	9	1.5	1.5
JKMF	M-506651-2-3	0.05	2.5	1.25	1.25
JKMF	M-506791	1.65	3.5	3.5	3.5
JKMF	M-3950661	0.4	4	3	1.5
JKMF	M-3937111	0.25	4	4	1.25
JKMF	M-3936317	1.85	10	5	2.5
JKMF	M-4024808	0.6	2.5	2	2
JKMF	M-4024809	0.6	2.5	2	2
JKMF	M-4937308	0.05	3.5	2.5	1.5
JKMF	M-4939587	4.7	7	3.5	3.5
JKMF	M-4089258	0.2	5.25	5.25	1
JKMF	M-4N4320	0.7	5.5	4	2.5
JKMF	M-4089671	6	9.5	6.25	5.75
JKMF	M-4988801	5	5	5.25	5.5
JKMF	MCBISX005	0.3	7.5	7.5	1
JKMF	TI	0.45	5	5.5	5.5
JKMF	M-3803477	0.05	3	3	1.5
JKMF	M-3904353	0.25	4.75	4.75	1.25
JKMF	M-3075381	0.45	3.5	1.5	1.5
JKMF	M-3075523	0.05	3	3	1.25
JKMF	M-3095355	0.55	2.5	2.5	1.5
JKMF	M-3049996	0.2	6	1	1
JKMF	M-3048296	0.15	5	1.5	1.5
JKMF	R-3054246	1.5	8	2	2
JKMF	M-3054608	0.9	2.5	2	2
JKMF	M-3054611	0.9	2.5	2	2
JKMF	M-3064881	0.7	3.5	2.5	2
JKMF	M-3047963	0.25	6	1.25	1.25
JKMF	M-3018324	0.55	6	1.25	1.25
JKMF	M-3017996	0.9	3.5	3.5	2.25
JKMF	M-3022968	0.55	6	1.25	1.25
JKMF	M-3024989	0.75	3.25	2.5	2
JKMF	M-3035342	1.3	4	3	2
JKMF	M-3035344	1.3	4	3	2
JKMF	M-3034217	4.25	7	4	4
JKMF	M-3035345	1.25	4	3	2
JKMF	M-3010864	1.6	4	3	2
JKMF	M-3016676	2.55	8	2	2
JKMF	M-218548	1.45	2.5	2	2
JKMF	M-27333	1.3	7	4	1.5
JKMF	M-1P6400	1.35	3.5	1.5	1.5
JKMF	M-1842623C96	1.25	5.25	5.25	1
JKMF	M-129826	1.2	2.5	2	2
JKMF	M-1W1669	1.2	2.5	2	2
JKMF	M-134075	1.45	2.5	2	2
JKMF	A-8929878	1.1	3.5	3	3
JKMF	M-1052508	1.2	5.5	2.25	4
JKMF	M-1086631	1.55	7	2.75	2.75
JKMF	A-5181746	0.8	3.5	1.5	1.5
JKMF	A-5226312	0.75	3.5	1.5	1.5
JKMF	A-5228928	0.75	3.5	1.5	1.5
JKMF	A-5228804	0.8	3.5	1.5	1.5
JKMF	A-5149599	1	3.5	3.5	1.5
JKMF	A-5110760	1.25	8.5	2.5	2.5
JKMF	8996000	0.7	3.5	1.5	1.5
JKMF	8991135	0.75	3	1.25	1.25
JKMF	8991146	0.75	3	1.25	1.25
JKMF	8991137	0.75	3	1.25	1.25
JKMF	A-23500533	0.9	3.5	3.5	2
JKMF	A-23532977	1	6	2	2
CLVL	AP0013	1.75	35.5	10	1.5
CLVL	AP0036	1.4	35.5	10	1.5
CLVL	AP0052	1.75	35.5	10	1.5
CLVL	AP0046	16.6	36	12.5	4
CLVL	AP0050	2	35.5	10	1.5
CLVL	AP63445	14.45	24.5	12	8.5
CLVL	AP0161	2.85	36	12.5	4
FLHQ	CS54886	1.6	16	13	2.75
FLHQ	CS4068	2.45	48	14	2
FLHQ	CS547741	1.8	33.5	12.5	2
FLHQ	HS54579	5.55	24.5	11	2
FLHQ	HS54556	4.2	39	11	2
CBXQ	5367847	2.45	38	16.25	2
CBXQ	3963379	0.55	36	10	0.05
CBXQ	3935878	1.05	32	10	0.05
CBXQ	3938152	0.2	21	8.5	0.05
CBXQ	3284623	0.55	36	10	0.05
BFQT	131273	4.5	22.5	17	2
CBXQ	4955229	3.4	35	10	2
CBXQ	4955522	3.4	39	15	2
JKMF	MCBC15993	3.75	43.5	13.5	2.5
IPD	4N1151-6	0.05	47.5	16.25	0.05
FLHQ	VS50658	1.9	24.5	15.5	2
CBXQ	4070529	1.45	37	14	0.05
FLHQ	MS15938	1.2	24.5	17	6
FLHQ	CS54204A	1.3	20	8	4
FLHQ	54174	0.5	37	10	0.05
FLHQ	54579A	0.6	23	9	0.05
FLHQ	54774	0.7	33.5	12	0.05
FLHQ	55340	0.3	16	9	0.05
FLHQ	CS54174	2	27	13	2.5
FLHQ	54582	0.7	23	9	0.05
FLHQ	GS33593	0.05	6.5	5	0.05
FLHQ	CS54886	0.4	17	12.5	2
FLHQ	GS33485	0.05	23	6	0.05
FLHQ	HS3885VC	2.1	2	10	1
FLHQ	HS54126	3.5	38	11	2.25
FLHQ	HS541741	3.5	38	11	2.25
FLHQ	54450A	2.1	23	9	0.05
FLHQ	HS54450	5	24	11	2
FLHQ	CS54450	2.5	24	15.5	2
FLHQ	CS4961	2.5	24	15.5	2
FLHQ	HS54894	7	48	14	2
FLHQ	MS15335A	0.05	23	9	0.05
FLHQ	HS54820	4	38.5	11	2
FLHQ	HS55339A	1.5	18.5	8.5	2
FLHQ	MS15335A	0.05	23	9	0.05
FLHQ	JV1019	0.05	16	9	0.05
FLHQ	JV1730	1	16.5	12.5	2
FLHQ	54585	0.05	23	9	0.05
FLHQ	VS50549	1.5	23	9	0.05
FLHQ	MS12435	0.05	24	6	0.05
FLHQ	CS54556	2	27	13	2.5
FLHQ	MS16124	0.05	23	6	0.05
FLHQ	VS50742	0.6	26	12	0.05
FLHQ	MS19751	0.05	23	6	0.05
FLHQ	MS19838	0.25	31	8	0.05
FLHQ	MS19880	0.5	23	6	0.05
FLHQ	OS32204	1.1	24	12	0.05
FLHQ	OS32205	0.4	38	13	0.05
FLHQ	OS32434	0.05	23	6	0.05
FLHQ	PS38801	0.6	31	8	0.05
FLHQ	VS50278	1.1	29	13.5	0.05
FLHQ	VS50404	0.5	24	12	0.05
FLHQ	VS50416	0.5	23	9	0.05
FLHQ	VS50456	1.1	24	12	0.05
FLHQ	VS50551	1.45	24	12	0.05
FLHQ	VS50742	1.2	26	12.25	0.05
FLHQ	HS547741	1.85	38	11	2
FLHQ	HS54580C	1.75	24	10	1
FLHQ	JV5072	0.55	24	15.5	2
FLHQ	HS54189	1.7	38.5	11	2
FLHQ	HS54157	2.1	47	12.5	0.05
JKMF	M-5579344	3.5	37.5	10.5	1.5
JKMF	M-4089998	8.5	43.5	13.5	2.5
JKMF	M-3802075	3	26.5	12	2
JKMF	M-1822328C94	2	37	10.5	1.5
JKMF	M-1966931	0.7	17.5	11	1.5
JKMF	A-5147994	0.8	26	12	2
JKMF	M-1830189C2	1.5	34.5	10	0.05
JKMF	M-3938156	0.05	18	13	0.05
JKMF	M-6V4770	0.7	26	12	2
JKMF	M-2881766	10	50	17	2
JKMF	M-1824970	3.1	37	10.5	2
BDZH	FP-1808973	1.5	36.5	12	1
BDZH	FP-1894141	2.5	38	10.5	1
BDZH	2326574	1	25	20	1
BDZH	FP-2161252	5.5	46	12	1
BDZH	FP-23536442	3.5	46	12	1
BDZH	FP-23532333	3.5	46	12	1
BDZH	FP-3164810	6.5	46	13	2
BDZH	FP-4089819	6.5	36	11	2
BDZH	FP-3283570	1.95	30	8	0.05
BDZH	FP-3283339	1.95	30	8	0.05
BDZH	FP-3283337	1.95	30	8	0.05
BDZH	FP-3958645	2.1	33	10	0.05
BDZH	FP-3958644	1.75	33	10	0.05
BDZH	4025155	4	41	16	2
BDZH	FP-4089371S	5.5	15	11	2.25
BDZH	FP-4352145	6	46	13	2
BDZH	FP-1850307	1.95	22.25	10.5	1
BDZH	FP-PGECS9313	2.3	34	14.75	2
BDZH	FP-PGEHS26661PT	5.25	25.5	12.5	1.5
BDZH	FP-PGEVS50484R	0.85	25	9	1.5
BDZH	FP-PGE26406PT	1.6	22.25	10.5	1
BDZH	FP-PGECS92391	2.15	15	11	2.25
BDZH	FP-PGE3406E	5.5	45.5	13	2
BDZH	FP-PGEES72376	0.05	13.25	9.5	0.05
BDZH	FP-PGECS262692	1.5	19	14	1
BDZH	FP-PGE26405PT	1.5	22.5	10.5	1
BDZH	FP-PGECS26679	2.1	33.5	13.5	2
BDZH	FP-PGEHSU26374	2.2	25.5	12	2
BDZH	FP-PGEVS50483R	0.1	24	8.5	1
BDZH	FP-PGEHSU26269	3	22.25	10	1.5
BDZH	FP-PGEHS26216PT	3	30.5	11	1.25
BDZH	FP-1830327	1.15	35.25	10.5	0.05
BDZH	FP-PGECS26565	1.6	19	14	1
BDZH	FP-4089478	5	41	16	2
BDZH	FP-PGEHS26679PT	4.5	38.5	11	2.25
BDZH	FP-4352144	5	46	13	2
BDZH	FP-PGECS9522	2.1	34	14.5	2
BDZH	FP-2486744	5.5	45.5	13	2
BDZH	FP-PGECS262692	1.6	19	14	1
BDZH	FP-PGECS26679	2.1	34	15	2
DWKF	32-0863	13	48	24	3
DWKF	32-0866	12	45	22	2
DWKF	32-0951	10	40	24	4
DWKF	32-0956	6	38.98	15.55	3.94
DWKF	32-0961	12	41.81	22.13	3.38
DWKF	32-0966	11	43.7	23.82	3.54
DWKF	32-0973	14	42	26	3
DWKF	32-0981	10	47.05	22.44	4.33
DWKF	32-2000	10.4	30.12	28.15	3.54
DWKF	41-13339	25	46	26	6
DWKF	41-13490	12.35	37.99	24.41	8.27
DWKF	41-13244	33	44	35	8
DWKF	41-13296	27.07	37.8	37.8	6.89
DWKF	41-2171	24	35	32	5
DWKF	41-2757	33	49.5	26.5	6
DWKF	41-2886	20	36	34	6
DWKF	42-10003	42	46	33	7.25
DWKF	42-10041	23	36	31	7
DWKF	42-10067	56	56	39	9
DWKF	61-1054	62	43	26	14
DWKF	61-1213	66	46	39	17
DWKF	61-1245	52	52	35	13
DWKF	61-1246	81	50	40	16
DWKF	61-1282	56	50	29	15
DWKF	61-1550	62	53	36	17
DWKF	61-1309	100	38.25	38.25	15.38
DWKF	32-2013	8.3	31.69	23.23	3.54
DWKF	61-1000	36	47	22.5	15
DWKF	42-10067	56	56	39	9
DWKF	42-10071	42	45.75	38	7.5
DWKF	42-10081	63	51.25	45.63	7.38
DWKF	42-10127	18	31	26	7
DWKF	42-10136	24	31	30	7
DWKF	42-10171	49	45.5	41.5	7.5
DWKF	42-10174	63	40	36.5	9.25
DWKF	42-10180	37	46	31	10
DWKF	42-10205	31	46	39	7
DWKF	42-10207	33	46	39	7
DWKF	42-10289	52.5	51	40	7.5
DWKF	61-1006	60	44	33	12
DWKF	42-10299	51	46	44	7
DWKF	61-1015	60	44	35	18
DWKF	61-1023	78	38.5	37.5	18.75
DWKF	61-1041	67	50	34	15
DWKF	61-1042	72	50	34	15
DWKF	61-1280	45	52	36	18.5
DWKF	42-10290	69	52.5	43	7.5
DWKF	42-10294	70	52.5	43	7.5
DWKF	42-10299	51	46	44	7
DWKF	42-10356	68	45	34	13
DWKF	42-10306	24	46	25	6
DWKF	42-10318	55	55	36	10.5
DWKF	42-10316	51	48	43	8
DWKF	42-10331	41	51	42	7
DWKF	42-10342	36	38	32	8
DWKF	42-10348	57	38	15.5	7.38
DWKF	42-10349	49	45	37	10
DWKF	42-10356	68	45	34	13
DWKF	42-10410	68	45	40	12
DWKF	42-10656	35	35	32	8
